CHY129	5	51.24 	34.90 	136.10 	171.34 	120.24	23.29		
CHY001	5	91.78 	34.82 	85.62 	100.58 	120.25	23.70		
CHY060	5	37.82 	79.10 	170.76 	237.26 	120.25	23.12		
CHY108	5	41.70 	39.94 	100.00 	82.40 	120.25	23.19		
CHY027	5	96.35 	44.76 	86.50 	103.66 	120.26	23.75		
KAU009	5	29.30 	34.02 	104.38 	95.36 	120.26	22.87		
KAU011	5	33.82 	40.40 	59.88 	83.38 	120.26	22.76		
CHY013	5	55.46 	47.56 	170.66 	102.76 	120.27	23.36		
CHY008	5	67.92 	52.50 	158.82 	193.18 	120.28	23.48		
CHY017	5	42.33 	38.88 	210.14 	177.16 	120.28	23.21		
CHY055	5	47.14 	33.10 	167.22 	143.76 	120.28	23.27		
CHY120	5	64.56 	40.86 	103.34 	154.56 	120.29	23.46		
CHY107	5	48.57 	52.58 	162.96 	241.12 	120.30	23.30		
KAU061	5	40.15 	38.56 	82.02 	90.00 	120.30	22.64		
CHY082	5	91.97 	27.78 	93.04 	128.32 	120.31	23.72		
CHY122	5	50.45 	49.28 	87.00 	142.26 	120.31	23.32		
CHY054	5	48.54 	36.34 	163.02 	200.78 	120.32	23.31		
CHY095	5	63.04 	29.66 	117.68 	189.30 	120.33	23.46		
KAU085	5	22.43 	72.82 	146.78 	149.22 	120.33	22.88		
CHY043	5	57.46 	42.16 	214.66 	136.86 	120.34	23.40		
TCU145	5	118.77 	12.76 	108.82 	110.90 	120.34	23.98		
CHY039	5	69.01 	22.98 	205.28 	219.62 	120.35	23.52		
CHY065	5	19.81 	121.70 	165.92 	161.90 	120.35	22.90		
CHY105	5	72.93 	25.68 	188.92 	179.04 	120.35	23.55		
KAU014	5	31.56 	37.10 	80.04 	68.98 	120.35	22.70		
CHY053	5	44.36 	25.14 	177.52 	171.82 	120.36	23.29		
CHY049	5	52.37 	35.16 	150.32 	189.36 	120.37	23.37		
KAU012	5	17.57 	93.86 	180.08 	210.66 	120.38	22.88		
CHY128	5	44.28 	34.16 	163.34 	199.12 	120.39	23.29		
CHY018	5	36.34 	61.62 	227.42 	165.08 	120.40	23.22		
CHY106	5	58.38 	38.16 	149.96 	121.04 	120.41	23.44		
CHY002	5	89.01 	29.30 	93.92 	102.78 	120.42	23.72		
CHY009	5	62.36 	38.76 	176.74 	188.62 	120.42	23.47		
CHY026	5	97.70 	30.02 	99.66 	103.44 	120.42	23.80		
KAU090	5	39.10 	18.20 	57.82 	88.26 	120.42	22.59		
CHY073	5	64.58 	38.96 	116.34 	167.56 	120.43	23.50		
KAU053	5	16.08 	30.88 	86.00 	56.02 	120.43	22.82		
CHY038	5	68.41 	48.34 	223.86 	239.60 	120.46	23.53		
CHY084	5	89.50 	30.54 	70.44 	90.04 	120.46	23.73		
TCU121	5	108.07 	19.94 	43.12 	82.34 	120.46	23.89		
CHY046	5	61.73 	51.88 	183.86 	131.32 	120.47	23.48		
CHY051	5	40.42 	53.32 	215.84 	186.18 	120.47	23.28		
CHY119	5	61.43 	56.70 	116.32 	108.28 	120.47	23.47		
CHY133	5	67.91 	67.06 	249.76 	219.36 	120.47	23.53		
CHY030	5	80.07 	14.98 	83.20 	102.14 	120.48	23.64		
CHY036	5	75.96 	18.66 	124.40 	108.68 	120.49	23.61		
CHY092	5	96.18 	15.22 	54.72 	122.48 	120.49	23.79		
CHY118	5	29.48 	47.56 	169.58 	145.84 	120.49	23.18		
CHY135	5	40.64 	63.84 	97.38 	172.52 	120.51	23.29		
CHY025	5	94.77 	25.76 	85.12 	171.92 	120.52	23.78		
CHY132	5	59.47 	48.74 	82.82 	78.46 	120.52	23.46		
CHY079	5	29.17 	82.60 	145.60 	122.76 	120.53	23.19		
CHY087	5	50.92 	64.80 	126.76 	126.50 	120.53	23.38		
CHY110	5	36.04 	42.14 	128.06 	143.94 	120.53	23.25		
CHY126	5	85.59 	62.68 	94.42 	103.02 	120.53	23.70		
CHY029	5	76.40 	31.92 	80.14 	86.84 	120.54	23.61		
CHY103	5	86.11 	21.00 	102.94 	146.24 	120.54	23.70		
KAU020	5	2.46 	106.46 	203.56 	181.42 	120.54	22.90		
KAU068	5	5.98 	97.16 	216.86 	184.00 	120.54	22.98		
KAU068	5	5.98 	97.16 	216.86 	184.00 	120.54	22.98		
CHY010	5	59.99 	24.36 	73.06 	85.08 	120.55	23.46		
CHY034	5	66.25 	44.22 	139.34 	156.58 	120.55	23.52		
CHY101	5	84.49 	19.10 	102.72 	106.68 	120.57	23.68		
KAU029	5	18.89 	39.62 	89.30 	67.96 	120.58	22.75		
CHY014	5	41.49 	55.52 	165.08 	185.32 	120.59	23.29		
CHY042	5	48.35 	34.64 	85.58 	92.58 	120.59	23.36		
CHY083	5	88.64 	19.66 	126.18 	87.54 	120.59	23.72		
CHY086	5	47.82 	55.84 	102.16 	86.40 	120.59	23.35		
KAU047	5	18.18 	70.46 	195.40 	191.76 	120.59	23.08		
KAU028	5	12.04 	41.52 	83.12 	63.44 	120.60	22.83		
CHY028	5	78.81 	56.22 	175.36 	244.44 	120.62	23.63		
CHY102	5	36.52 	47.50 	170.12 	119.08 	120.62	23.24		
KAU049	5	22.02 	69.93 	102.29 	61.30 	120.64	22.74		
CHY011	5	63.12 	39.08 	89.70 	157.52 	120.65	23.48		
CHY045	5	43.73 	36.74 	75.40 	82.22 	120.67	23.30		
KAU054	5	43.25 	31.94 	77.90 	110.26 	120.72	23.28		
TCU167	5	85.38 	29.32 	132.46 	74.54 	120.77	23.66		
CHY074	5	70.55 	33.28 	81.34 	70.18 	120.81	23.51		
CHY070	6	31.84 	166.32 	153.04 	250.12 	120.24	22.96		
CHY058	6	35.38 	67.44 	250.12 	233.22 	120.33	23.17		
CHY089	6	25.02 	102.86 	282.92 	394.52 	120.36	23.08		
CHY131	6	28.75 	167.62 	260.50 	263.14 	120.36	23.12		
CHY015	6	49.51 	29.12 	169.04 	262.36 	120.41	23.35		
CHY037	6	71.02 	56.98 	212.08 	271.08 	120.43	23.55		
CHY088	6	48.03 	39.04 	204.20 	252.46 	120.44	23.34		
CHY047	6	63.96 	75.44 	279.20 	244.22 	120.46	23.49		
CHY061	6	17.10 	134.70 	209.16 	316.68 	120.52	23.07		
KAU078	6	25.98 	137.80 	108.00 	274.82 	120.65	22.71		
KAU069	6	13.01 	140.28 	285.92 	259.24 	120.66	22.89		
CHY080	6	76.03 	90.20 	233.98 	334.00 	120.68	23.60		
CHY136	6	80.90 	99.96 	289.80 	222.12 	120.72	23.63		
CHY063	7	23.00 	163.26 	238.64 	416.92 	120.35	23.03		
CHY062	7	23.76 	132.26 	444.54 	426.22 	120.46	23.12		
									
									
									
