  sec     BH1    BH2      BHZ
32.400	5231892	4001403	2383976					
32.450	4161327	5254497	2847428					
32.500	3352890	6753307	2366174					
32.550	3210134	8522153	1223292					
32.600	4212199	10632753	284380					
32.650	5910728	12193998	356089					
32.700	7209719	12568418	1177725					
32.750	7782448	12642263	1576219					
32.800	7643436	12778398	1483241					
32.850	6713635	12662998	1374061					
32.900	5703624	12298444	989585					
32.950	5548081	11436526	722384					
33.000	5880390	9701917	1640165					
33.050	5924490	6996610	3401471					
33.100	5932356	4070746	4537127					
33.150	5773545	2307026	4770372					
33.200	5019873	1708927	4710102					
33.250	4211411	1173779	4182591					
33.300	4150295	281787	2334254					
33.350	5073547	-793277	-869714					
33.400	6264514	-1797589	-4380418					
33.450	7265112	-2404137	-7539438					
33.500	8322824	-2351963	-9830775					
33.550	8860665	-1859023	-10397286					
33.600	8514028	-969360	-9465491					
33.650	7841323	543488	-8808424					
33.700	6972624	1967211	-9389801					
33.750	5997807	2780191	-10476115					
33.800	5133286	3802896	-11558273					
33.850	4445560	5804910	-12069668					
33.900	3817951	8496060	-11389837					
33.950	2994531	10462110	-9978928					
34.000	2028840	10113494	-8213407					
34.050	1204845	7557561	-6443698					
34.100	1121219	4372435	-5351513					
34.150	1706848	1780316	-4868108					
34.200	2142988	60391	-4718359					
34.250	2436076	-1055954	-4872233					
34.300	2845426	-1814895	-5006279					
34.350	3326932	-2244490	-4814001					
34.400	4253866	-2214783	-4588341					
34.450	5609003	-1914356	-4636917					
34.500	6637825	-2278987	-4515858					
34.550	7177399	-3604320	-4245802					
34.600	7014645	-4750478	-4702818					
34.650	5584350	-4828749	-5715784					
34.700	3053158	-3958379	-6342804					
34.750	358696	-2662484	-6410674					
34.800	-1270140	-1575016	-6348608					
34.850	-1826148	-518543	-6696159					
34.900	-1877484	1255796	-7226735					
34.950	-1031504	3063024	-7132238					
35.000	629926	3935612	-6882876					
35.050	2238521	4319582	-7375414					
35.100	3272294	4483135	-8199467					
35.150	3749164	4656456	-8560446					
35.200	4053652	5391803	-8271428					
35.250	4357743	6315469	-7751689					
35.300	4290302	6539350	-7237866					
35.350	3375476	5355242	-6778683					
35.400	1774124	3059879	-6771434					
35.450	39575	799921	-6989563					
35.500	-1604032	-737587	-6687718					
35.550	-2550578	-1289104	-6005880					
35.600	-2289473	-1656830	-5763711					
35.650	-1416011	-2401583	-6267269					
35.700	-562147	-2223856	-7081167					
35.750	266134	-782713	-7612423					
35.800	1086611	500552	-7436963					
35.850	1647445	157969	-6640231					
35.900	2222981	-2318748	-5687862					
35.950	3412068	-5893608	-4792148					
36.000	5071527	-8821930	-3933116					
36.050	6487927	-10529958	-2743806					
36.100	6985065	-11605024	-968462					
36.150	6379009	-12511335	463944					
36.200	5105967	-13187283	492171					
36.250	3727463	-12005034	-366260					
36.300	2554254	-7919010	-662508					
36.350	2034693	-2463792	421157					
36.400	2445775	1990855	2298746					
36.450	3214084	3646535	3435054					
36.500	3340775	2275153	3073491					
36.550	2095227	-810773	1847801					
36.600	-91794	-3039419	498264					
36.650	-2026278	-3289342	-751049					
36.700	-2974472	-2885926	-1738096					
36.750	-2566212	-2477348	-2205643					
36.800	-1340526	-2065811	-2030030					
36.850	-652918	-1906534	-1083561					
36.900	-952770	-1792232	566126					
36.950	-1733423	-1311845	2191317					
37.000	-2616282	-373948	3141084					
37.050	-3443943	921718	3058687					
37.100	-4175398	2252214	2262629					
37.150	-4866692	3303418	1917523					
37.200	-5216132	3781947	2737888					
37.250	-4982526	3166617	4391738					
37.300	-4240004	1293573	5560939					
37.350	-3039107	-1399444	5468117					
37.400	-2184882	-4140601	4707422					
37.450	-2435607	-5958239	4366950					
37.500	-3280250	-6261390	5008152					
37.550	-4221159	-5093002	5961830					
37.600	-5464127	-2945119	6700957					
37.650	-7549858	-222605	7390189					
37.700	-10848711	2916721	7797767					
37.750	-14641521	5710374	7422161					
37.800	-17757495	7403798	6225759					
37.850	-19779510	7983524	4768421					
37.900	-20717741	7792379	3548842					
37.950	-20957789	6978032	2347112					
38.000	-20704949	5601322	590031					
38.050	-19342874	4127055	-1623576					
38.100	-16726033	2796357	-3146060					
38.150	-13338331	1752212	-3082638					
38.200	-9394342	1391141	-2223272					
38.250	-5169809	1706998	-2052663					
38.300	-1477699	2330685	-2740216					
38.350	903262	3164035	-3120324					
38.400	2217016	3752326	-2647614					
38.450	3106079	3505041	-2234373					
38.500	3408360	2877802	-2713125					
38.550	2424410	2219739	-3532239					
38.600	-50383	1226733	-3529483					
38.650	-3167292	-304532	-2456046					
38.700	-6117179	-2010796	-1046531					
38.750	-8696912	-2897292	-47662					
38.800	-10686305	-2573945	447103					
38.850	-11902477	-1547745	810694					
38.900	-12300506	-404215	1383669					
38.950	-12566668	573540	2247625					
39.000	-13380723	1872549	2975652					
39.050	-14393271	3824232	3272488					
39.100	-15143485	5688312	3376127					
39.150	-15117901	6902372	3270270					
39.200	-13782278	7574524	2674977					
39.250	-11396049	8032066	1990435					
39.300	-9080528	8514039	1858166					
39.350	-7521634	8988259	1997731					
39.400	-6347428	8865697	2318122					
39.450	-5182266	7639128	2882986					
39.500	-3887061	6261496	2878612					
39.550	-2443947	5891096	1800727					
39.600	-997737	6685971	-304848					
39.650	116740	7736029	-2749051					
39.700	705957	7923205	-4442365					
39.750	990672	7215510	-5209528					
39.800	1299777	5805284	-5552689					
39.850	1716174	4067111	-6143016					
39.900	1556584	2003247	-7368763					
39.950	477432	-976060	-8785804					
40.000	-957785	-4240245	-9451476					
40.050	-2134425	-6620577	-8829323					
40.100	-2925370	-7399574	-7375536					
40.150	-3736884	-6116689	-5812584					
40.200	-4501381	-3222155	-4277056					
40.250	-4879356	95372	-2822888					
40.300	-4668549	2998602	-1742771					
40.350	-3500163	5214371	-1147881					
40.400	-1371624	6472774	-865687					
40.450	1239017	6392762	-786197					
40.500	4161433	5225858	-1286876					
40.550	7511141	3544182	-2348736					
40.600	10969104	1613124	-3161713					
40.650	13904641	-344280	-3429238					
40.700	15706672	-2078326	-3803057					
40.750	16018664	-3136366	-4875598					
